Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT,GOOGL,IBM,MSFT
Date,,,,,,,,,,,,,,,,,,
2019-12-12 00:00:00+00:00,67.18096923828125,102.5220947265625,146.57183837890625,67.42449951171875,129.3690185546875,153.24000549316406,67.72899627685547,129.69407653808594,153.44000244140625,66.91000366210938,127.78202819824219,151.02000427246094,67.1604995727539,127.82026672363281,151.64999389648438,29114000,5046009,24612100
2019-12-13 00:00:00+00:00,67.10025787353516,101.6811294555664,147.80567932128906,67.34349822998047,128.30784606933594,154.52999877929688,67.56749725341797,129.54110717773438,154.88999938964844,67.08300018310547,128.11663818359375,152.8300018310547,67.3949966430664,128.8240966796875,153.0,33170000,2651610,23845400
2019-12-16 00:00:00+00:00,67.78926086425781,101.62051391601562,148.76219177246094,68.03500366210938,128.23135375976562,155.52999877929688,68.17649841308594,129.49330139160156,155.89999389648438,67.53050231933594,127.96366882324219,154.82000732421875,67.75,129.0057373046875,155.11000061035156,28128000,3189463,24144200
2019-12-17 00:00:00+00:00,67.49980926513672,101.68871307373047,147.958740234375,67.74449920654297,128.31739807128906,154.69000244140625,68.21649932861328,128.7667236328125,155.7100067138672,67.53849792480469,127.5908203125,154.4499969482422,68.12049865722656,128.374755859375,155.4499969482422,32948000,3040931,25425600
2019-12-18 00:00:00+00:00,67.3513412475586,101.8326644897461,147.6526336669922,67.59549713134766,128.49903869628906,154.3699951171875,67.97149658203125,129.06309509277344,155.47999572753906,67.52300262451172,128.25047302246094,154.17999267578125,67.8499984741211,128.6328887939453,154.3000030517578,23330000,3244483,24129200
2019-12-19 00:00:00+00:00,67.5770263671875,101.94629669189453,148.9343719482422,67.8219985961914,128.64244079589844,155.7100067138672,67.87650299072266,128.8049774169922,155.77000427246094,67.4375,128.28871154785156,153.75,67.59549713134766,128.54684448242188,154.0,28922000,4044359,24958900
2019-12-20 00:00:00+00:00,67.31696319580078,102.72663116455078,150.56036376953125,67.56099700927734,129.6271514892578,157.41000366210938,68.19999694824219,130.420654296875,158.49000549316406,67.5364990234375,129.01528930664062,156.2899932861328,68.15499877929688,129.7705535888672,157.35000610351562,50090000,7438943,53477500
2019-12-23 00:00:00+00:00,67.28758239746094,102.69635772705078,150.56036376953125,67.53150177001953,129.5889129638672,157.41000366210938,68.09249877929688,130.1625213623047,158.1199951171875,67.4000015258789,129.06309509277344,157.27000427246094,67.9365005493164,129.8087921142578,158.1199951171875,19936000,2932147,17718200
2019-12-24 00:00:00+00:00,66.97869110107422,102.2645034790039,150.5316925048828,67.22149658203125,129.04397583007812,157.3800048828125,67.60050201416016,129.6558380126953,157.7100067138672,67.20850372314453,128.69024658203125,157.1199951171875,67.510498046875,129.64627075195312,157.47999572753906,13468000,1257397,8989200
2019-12-26 00:00:00+00:00,67.87743377685547,102.21147155761719,151.76553344726562,68.12349700927734,128.97705078125,158.6699981689453,68.16000366210938,129.35946655273438,158.72999572753906,67.27549743652344,128.72848510742188,157.39999389648438,67.32749938964844,129.04397583007812,157.55999755859375,23662000,2227666,14520600
2019-12-27 00:00:00+00:00,67.48735046386719,102.48422241210938,152.04296875,67.73200225830078,129.32122802734375,158.9600067138672,68.35250091552734,129.78012084960938,159.5500030517578,67.6500015258789,128.93881225585938,158.22000122070312,68.19999694824219,129.06309509277344,159.4499969482422,23212000,2878801,18412800
2019-12-30 00:00:00+00:00,66.74354553222656,100.62046813964844,150.73255920410156,66.9854965209961,126.96940612792969,157.58999633789062,67.8499984741211,129.3498992919922,159.02000427246094,66.89199829101562,126.67304229736328,156.72999572753906,67.84049987792969,129.25430297851562,158.99000549316406,19994000,4308369,16348400
